"CENSUS_YEAR","GEO_CODE (POR)","GEO_LEVEL","GEO_NAME","GNR","GNR_LF","DATA_QUALITY_FLAG","ALT_GEO_CODE","DIM: Profile of Health Regions (2247)","Member ID: Profile of Health Regions (2247)","Notes: Profile of Health Regions (2247)","Dim: Sex (3): Member ID: [1]: Total - Sex","Dim: Sex (3): Member ID: [2]: Male","Dim: Sex (3): Member ID: [3]: Female"
2016,"01","0","Canada",4.0,5.1,"20000","01","Northern Athabaskan languages",142,,17315,8305,9010
2016,"01","0","Canada",4.0,5.1,"20000","01","Babine (Wetsuwet'en)",143,,110,50,60
2016,"01","0","Canada",4.0,5.1,"20000","01","Beaver",144,,195,90,105
2016,"01","0","Canada",4.0,5.1,"20000","01","Carrier",145,,1030,465,565
2016,"01","0","Canada",4.0,5.1,"20000","01","Chilcotin",146,,655,295,360
2016,"01","0","Canada",4.0,5.1,"20000","01","Dene",147,,10700,5180,5520
2016,"01","0","Canada",4.0,5.1,"20000","01","Dogrib (Tlicho)",148,,1650,835,810
2016,"01","0","Canada",4.0,5.1,"20000","01","Gwich'in",149,,255,110,145
2016,"01","0","Canada",4.0,5.1,"20000","01","Sarsi (Sarcee)",150,,80,25,50
2016,"01","0","Canada",4.0,5.1,"20000","01","Sekani",151,,85,40,45
2016,"01","0","Canada",4.0,5.1,"20000","01","Slavey-Hare languages",152,,1995,950,1040
2016,"01","0","Canada",4.0,5.1,"20000","01","North Slavey (Hare)",153,,765,365,400
2016,"01","0","Canada",4.0,5.1,"20000","01","South Slavey",154,,950,455,495
2016,"01","0","Canada",4.0,5.1,"20000","01","Slavey, n.o.s.",155,,280,130,150
2016,"01","0","Canada",4.0,5.1,"20000","01","Tahltan languages",156,,275,130,140
2016,"01","0","Canada",4.0,5.1,"20000","01","Kaska (Nahani)",157,,180,90,85
2016,"01","0","Canada",4.0,5.1,"20000","01","Tahltan",158,,95,40,50
2016,"01","0","Canada",4.0,5.1,"20000","01","Tutchone languages",159,,290,115,170
2016,"01","0","Canada",4.0,5.1,"20000","01","Northern Tutchone",160,,220,90,130
2016,"01","0","Canada",4.0,5.1,"20000","01","Southern Tutchone",161,,70,35,40
2016,"01","0","Canada",4.0,5.1,"20000","01","Athabaskan languages, n.i.e.",162,,50,15,35
2016,"01","0","Canada",4.0,5.1,"20000","01","Haida",163,,80,35,40
2016,"01","0","Canada",4.0,5.1,"20000","01","Inuit languages",164,,36545,18105,18445
2016,"01","0","Canada",4.0,5.1,"20000","01","Inuinnaqtun (Inuvialuktun)",165,,1020,445,580
2016,"01","0","Canada",4.0,5.1,"20000","01","Inuktitut",166,,35210,17530,17680
2016,"01","0","Canada",4.0,5.1,"20000","01","Inuit languages, n.i.e.",167,,310,125,185
2016,"01","0","Canada",4.0,5.1,"20000","01","Iroquoian languages",168,,1115,485,630
2016,"01","0","Canada",4.0,5.1,"20000","01","Cayuga",169,,40,20,20
2016,"01","0","Canada",4.0,5.1,"20000","01","Mohawk",170,,985,430,550
2016,"01","0","Canada",4.0,5.1,"20000","01","Oneida",171,,60,20,40
2016,"01","0","Canada",4.0,5.1,"20000","01","Iroquoian languages, n.i.e.",172,,35,15,20
2016,"01","0","Canada",4.0,5.1,"20000","01","Kutenai",173,,105,55,50
2016,"01","0","Canada",4.0,5.1,"20000","01","Michif",174,,465,230,235
2016,"01","0","Canada",4.0,5.1,"20000","01","Salish languages",175,,2305,1130,1180
2016,"01","0","Canada",4.0,5.1,"20000","01","Comox",176,,85,45,40
2016,"01","0","Canada",4.0,5.1,"20000","01","Halkomelem",177,,480,230,245
2016,"01","0","Canada",4.0,5.1,"20000","01","Lillooet",178,,310,155,160
2016,"01","0","Canada",4.0,5.1,"20000","01","Okanagan",179,,270,135,140
2016,"01","0","Canada",4.0,5.1,"20000","01","Shuswap (Secwepemctsin)",180,,445,225,220
2016,"01","0","Canada",4.0,5.1,"20000","01","Squamish",181,,40,20,20
2016,"01","0","Canada",4.0,5.1,"20000","01","Straits",182,,85,45,40
2016,"01","0","Canada",4.0,5.1,"20000","01","Thompson (Ntlakapamux)",183,,335,150,190
2016,"01","0","Canada",4.0,5.1,"20000","01","Salish languages, n.i.e.",184,,260,135,125
2016,"01","0","Canada",4.0,5.1,"20000","01","Siouan languages",185,,4285,2070,2220
2016,"01","0","Canada",4.0,5.1,"20000","01","Dakota",186,,1210,570,635
2016,"01","0","Canada",4.0,5.1,"20000","01","Stoney",187,,3020,1470,1555
2016,"01","0","Canada",4.0,5.1,"20000","01","Siouan languages, n.i.e.",188,,55,30,25
2016,"01","0","Canada",4.0,5.1,"20000","01","Tlingit",189,,95,40,55
2016,"01","0","Canada",4.0,5.1,"20000","01","Tsimshian languages",190,,1475,725,755
2016,"01","0","Canada",4.0,5.1,"20000","01","Gitxsan (Gitksan)",191,,880,435,445
2016,"01","0","Canada",4.0,5.1,"20000","01","Nisga'a",192,,395,200,195
2016,"01","0","Canada",4.0,5.1,"20000","01","Tsimshian",193,,200,90,105
2016,"01","0","Canada",4.0,5.1,"20000","01","Wakashan languages",194,,805,370,435
2016,"01","0","Canada",4.0,5.1,"20000","01","Haisla",195,,95,40,55
2016,"01","0","Canada",4.0,5.1,"20000","01","Heiltsuk",196,,95,40,60
2016,"01","0","Canada",4.0,5.1,"20000","01","Kwakiutl (Kwak'wala)",197,,325,145,185
2016,"01","0","Canada",4.0,5.1,"20000","01","Nuu-chah-nulth (Nootka)",198,,285,135,145
2016,"01","0","Canada",4.0,5.1,"20000","01","Wakashan languages, n.i.e.",199,,10,5,0
2016,"01","0","Canada",4.0,5.1,"20000","01","Aboriginal languages, n.o.s.",200,,590,295,290
2016,"01","0","Canada",4.0,5.1,"20000","01","Non-Aboriginal languages",201,,7125365,3406425,3718940
2016,"01","0","Canada",4.0,5.1,"20000","01","Afro-Asiatic languages",202,,575365,298060,277300
2016,"01","0","Canada",4.0,5.1,"20000","01","Berber languages",203,,22135,11865,10275
2016,"01","0","Canada",4.0,5.1,"20000","01","Kabyle",204,,13150,6995,6155
2016,"01","0","Canada",4.0,5.1,"20000","01","Berber languages, n.i.e.",205,,8985,4870,4115
2016,"01","0","Canada",4.0,5.1,"20000","01","Cushitic languages",206,,42885,20100,22785
2016,"01","0","Canada",4.0,5.1,"20000","01","Bilen",207,,805,450,355
2016,"01","0","Canada",4.0,5.1,"20000","01","Oromo",208,,4960,2555,2400
2016,"01","0","Canada",4.0,5.1,"20000","01","Somali",209,,36755,16895,19865
2016,"01","0","Canada",4.0,5.1,"20000","01","Cushitic languages, n.i.e.",210,,365,190,170
2016,"01","0","Canada",4.0,5.1,"20000","01","Semitic languages",211,,509195,265465,243725
2016,"01","0","Canada",4.0,5.1,"20000","01","Amharic",212,,22465,10720,11745
2016,"01","0","Canada",4.0,5.1,"20000","01","Arabic",213,,419890,220780,199105
2016,"01","0","Canada",4.0,5.1,"20000","01","Assyrian Neo-Aramaic",214,,16070,7905,8165
2016,"01","0","Canada",4.0,5.1,"20000","01","Chaldean Neo-Aramaic",215,,5550,2780,2765
2016,"01","0","Canada",4.0,5.1,"20000","01","Harari",216,,1320,635,685
2016,"01","0","Canada",4.0,5.1,"20000","01","Hebrew",217,,19530,10485,9045
2016,"01","0","Canada",4.0,5.1,"20000","01","Maltese",218,,5565,2760,2800
2016,"01","0","Canada",4.0,5.1,"20000","01","Tigrigna",219,,16650,8310,8340
2016,"01","0","Canada",4.0,5.1,"20000","01","Semitic languages, n.i.e.",220,,2150,1085,1070
2016,"01","0","Canada",4.0,5.1,"20000","01","Afro-Asiatic languages, n.i.e.",221,,1150,635,515
2016,"01","0","Canada",4.0,5.1,"20000","01","Austro-Asiatic languages",222,,176725,81810,94915
2016,"01","0","Canada",4.0,5.1,"20000","01","Khmer (Cambodian)",223,,20130,9270,10860
2016,"01","0","Canada",4.0,5.1,"20000","01","Vietnamese",224,,156430,72470,83955
2016,"01","0","Canada",4.0,5.1,"20000","01","Austro-Asiatic languages, n.i.e",225,,170,70,100
2016,"01","0","Canada",4.0,5.1,"20000","01","Austronesian languages",226,,511480,211585,299900
2016,"01","0","Canada",4.0,5.1,"20000","01","Bikol",227,,1790,790,1000
2016,"01","0","Canada",4.0,5.1,"20000","01","Cebuano",228,,19895,7930,11960
2016,"01","0","Canada",4.0,5.1,"20000","01","Fijian",229,,750,400,345
2016,"01","0","Canada",4.0,5.1,"20000","01","Hiligaynon",230,,6885,2675,4200
2016,"01","0","Canada",4.0,5.1,"20000","01","Ilocano",231,,26345,10620,15725
2016,"01","0","Canada",4.0,5.1,"20000","01","Malagasy",232,,1430,670,760
2016,"01","0","Canada",4.0,5.1,"20000","01","Malay",233,,12275,5255,7015
2016,"01","0","Canada",4.0,5.1,"20000","01","Pampangan (Kapampangan, Pampango)",234,,4040,1865,2180
2016,"01","0","Canada",4.0,5.1,"20000","01","Pangasinan",235,,1390,590,800
2016,"01","0","Canada",4.0,5.1,"20000","01","Tagalog (Pilipino, Filipino)",236,,431385,178570,252810
2016,"01","0","Canada",4.0,5.1,"20000","01","Waray-Waray",237,,1110,435,675
2016,"01","0","Canada",4.0,5.1,"20000","01","Austronesian languages, n.i.e.",238,,4195,1775,2420
2016,"01","0","Canada",4.0,5.1,"20000","01","Creole languages",239,,72125,32305,39820
2016,"01","0","Canada",4.0,5.1,"20000","01","Haitian Creole",240,,3035,1440,1585
2016,"01","0","Canada",4.0,5.1,"20000","01","Creole, n.o.s.",241,,64110,28455,35655
2016,"01","0","Canada",4.0,5.1,"20000","01","Creole languages, n.i.e.",242,,4985,2410,2575
2016,"01","0","Canada",4.0,5.1,"20000","01","Dravidian languages",243,,189405,94765,94640
2016,"01","0","Canada",4.0,5.1,"20000","01","Kannada",244,,3975,2040,1930
2016,"01","0","Canada",4.0,5.1,"20000","01","Malayalam",245,,28570,14770,13795
2016,"01","0","Canada",4.0,5.1,"20000","01","Tamil",246,,140715,69075,71645
2016,"01","0","Canada",4.0,5.1,"20000","01","Telugu",247,,15660,8640,7015
2016,"01","0","Canada",4.0,5.1,"20000","01","Dravidian languages, n.i.e.",248,,490,240,250
2016,"01","0","Canada",4.0,5.1,"20000","01","Hmong-Mien languages",249,,795,390,400
2016,"01","0","Canada",4.0,5.1,"20000","01","Indo-European languages",250,,3877330,1889400,1987935
2016,"01","0","Canada",4.0,5.1,"20000","01","Albanian",251,,26895,13610,13280
2016,"01","0","Canada",4.0,5.1,"20000","01","Armenian",252,,33455,16270,17185
2016,"01","0","Canada",4.0,5.1,"20000","01","Balto-Slavic languages",253,,701975,323640,378335
2016,"01","0","Canada",4.0,5.1,"20000","01","Baltic languages",254,,12530,5310,7220
2016,"01","0","Canada",4.0,5.1,"20000","01","Latvian",255,,5455,2345,3105
2016,"01","0","Canada",4.0,5.1,"20000","01","Lithuanian",256,,7075,2960,4110
2016,"01","0","Canada",4.0,5.1,"20000","01","Slavic languages",257,,689445,318330,371115
2016,"01","0","Canada",4.0,5.1,"20000","01","Belarusan",258,,810,380,425
2016,"01","0","Canada",4.0,5.1,"20000","01","Bosnian",259,,12215,6035,6175
2016,"01","0","Canada",4.0,5.1,"20000","01","Bulgarian",260,,20020,9675,10350
2016,"01","0","Canada",4.0,5.1,"20000","01","Croatian",261,,48205,23545,24660
2016,"01","0","Canada",4.0,5.1,"20000","01","Czech",262,,22295,10525,11765
2016,"01","0","Canada",4.0,5.1,"20000","01","Macedonian",263,,16770,8050,8720
2016,"01","0","Canada",4.0,5.1,"20000","01","Polish",264,,181710,82430,99275
2016,"01","0","Canada",4.0,5.1,"20000","01","Russian",265,,188255,85400,102855
2016,"01","0","Canada",4.0,5.1,"20000","01","Serbian",266,,57350,28535,28815
2016,"01","0","Canada",4.0,5.1,"20000","01","Serbo-Croatian",267,,9550,4570,4980
2016,"01","0","Canada",4.0,5.1,"20000","01","Slovak",268,,17580,8075,9510
2016,"01","0","Canada",4.0,5.1,"20000","01","Slovene (Slovenian)",269,,9785,4415,5370
2016,"01","0","Canada",4.0,5.1,"20000","01","Ukrainian",270,,102480,45440,57040
2016,"01","0","Canada",4.0,5.1,"20000","01","Slavic languages, n.i.e.",271,,2415,1255,1165
2016,"01","0","Canada",4.0,5.1,"20000","01","Celtic languages",272,,2695,1340,1355
2016,"01","0","Canada",4.0,5.1,"20000","01","Scottish Gaelic",273,,1090,540,550
2016,"01","0","Canada",4.0,5.1,"20000","01","Welsh",274,,1075,500,570
2016,"01","0","Canada",4.0,5.1,"20000","01","Celtic languages, n.i.e.",275,,530,300,230
2016,"01","0","Canada",4.0,5.1,"20000","01","Germanic languages",276,,538765,258415,280350
2016,"01","0","Canada",4.0,5.1,"20000","01","Afrikaans",277,,10265,5115,5145
2016,"01","0","Canada",4.0,5.1,"20000","01","Danish",278,,12635,6245,6385
2016,"01","0","Canada",4.0,5.1,"20000","01","Dutch",279,,99020,48195,50820
2016,"01","0","Canada",4.0,5.1,"20000","01","Frisian",280,,2100,1090,1005
2016,"01","0","Canada",4.0,5.1,"20000","01","German",281,,384040,183215,200825
2016,"01","0","Canada",4.0,5.1,"20000","01","Icelandic",282,,1285,600,690
2016,"01","0","Canada",4.0,5.1,"20000","01","Norwegian",283,,4615,2170,2445
2016,"01","0","Canada",4.0,5.1,"20000","01","Swedish",284,,6840,3015,3825
2016,"01","0","Canada",4.0,5.1,"20000","01","Vlaams (Flemish)",285,,3895,1725,2165
2016,"01","0","Canada",4.0,5.1,"20000","01","Yiddish",286,,13555,6755,6800
2016,"01","0","Canada",4.0,5.1,"20000","01","Germanic languages, n.i.e.",287,,525,280,245
2016,"01","0","Canada",4.0,5.1,"20000","01","Greek",288,,106525,53350,53175
2016,"01","0","Canada",4.0,5.1,"20000","01","Indo-Iranian languages",289,,1312750,664120,648630
2016,"01","0","Canada",4.0,5.1,"20000","01","Indo-Aryan languages",290,,1064760,538530,526235
2016,"01","0","Canada",4.0,5.1,"20000","01","Bengali",291,,73125,37405,35715
2016,"01","0","Canada",4.0,5.1,"20000","01","Gujarati",292,,108780,55105,53675
2016,"01","0","Canada",4.0,5.1,"20000","01","Hindi",293,,110640,55880,54760
